"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Branch","Office Phone","Office","Job Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Mr.","Cipriano","Domingas","Volunteer","cipriano.domingas@hotmail.com","+(670) 8536-6143","Timor-Leste Red Cross Society",,,,,"Buloilaun","TL","Bobonaro","Atabae","Hataz",-8.83889,125.16667
"Mr.","Quito","Cune","Volunteer","quito.cune@gmail.com","+(670) 6801-2650","Timor-Leste Red Cross Society",,,,,"Pieguda","TL","Bobonaro","Bobonaro","Molop",-9.11188,125.32493
"Mr.","Hermengildo","Diamentino","Volunteer","hermengildo.diamentino@yahoo.com","+(670) 9892-5927","Timor-Leste Red Cross Society",,,,,"Natare","TL","Liquiçá","Liquiçá","Luculai",-8.64988,125.36076
"Mr.","Johanes","Martins","Volunteer","johanes.martins@hotmail.com","+(670) 6957-7038","Timor-Leste Red Cross Society",,,,,"Poalete","TL","Aileu","Aileu Vila","Seloi Craic",-8.72908,125.48303
"Mr.","Clementino","Gouveia Leite","Volunteer","clementino.gouveialeite@gmail.com","+(670) 4935-9687","Timor-Leste Red Cross Society",,,,,"Teda","TL","Covalima","Suai","Beco",-9.13889,125.34028
"Mr.","Noti","Salvador","Volunteer","noti.salvador@yahoo.com","+(670) 1103-6629","Timor-Leste Red Cross Society",,,,,"Bugas","TL","Bobonaro","Bobonaro","Tebabui",-9.01614,125.373
"Mr.","Edilirio","Rosmaninho","Volunteer","edilirio.rosmaninho@hotmail.com","+(670) 1511-4165","Timor-Leste Red Cross Society",,,,,"Uassabolo","TL","Baucau","Laga","Nunira",-8.45344,126.6285
"Mr.","Angelino","dos Santos Barros","Volunteer","angelino.dossantosbarros@gmail.com","+(670) 2804-4383","Timor-Leste Red Cross Society",,,,,"Clarecmaruc","TL","Viqueque","Lacluta","Uma Tolu",-8.88263,126.22015
"Mr.","Lourenco","Direitinho","Volunteer","lourenco.direitinho@yahoo.com","+(670) 2335-7687","Timor-Leste Red Cross Society",,,,,"Oelaka","TL","Bobonaro","Lolotoe","Deudet",-9.16446,125.26758
"Mr.","Mario","Vicente","Volunteer","mario.vicente@hotmail.com","+(670) 4004-5064","Timor-Leste Red Cross Society",,,,,"Bobe","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.15556,125.66373
"Mr.","Donato","Salsinha Barreto","Volunteer","donato.salsinhabarreto@gmail.com","+(670) 4438-3517","Timor-Leste Red Cross Society",,,,,"Pafuloain","TL","Viqueque","Watulari","Macadique",-8.83731,126.51925
"Ms.","Joana","Marques","Volunteer","joana.marques@yahoo.com","+(670) 5840-2969","Timor-Leste Red Cross Society",,,,,"Oemolo","TL","Oecusse","Pante Macasar","Lifau",-9.22737,124.31103
"Mr.","Francisco","Soares","Volunteer","francisco.soares@hotmail.com","+(670) 1325-9656","Timor-Leste Red Cross Society",,,,,"Pehefito","TL","Lautém","Lospalos","Muapitine",-8.51464,127.10251
"Mr.","Sergio","Xavier","Volunteer","sergio.xavier@gmail.com","+(670) 6552-5348","Timor-Leste Red Cross Society",,,,,"Lookeu","TL","Covalima","Suai","Debos",-9.32318,125.24553
"Ms.","Ercia","Matos","Volunteer","ercia.matos@yahoo.com","+(670) 2209-1486","Timor-Leste Red Cross Society",,,,,"Wemer","TL","Covalima","Fohorem","Dato Tolu",-9.26009,125.17149
"Ms.","Telma","Hildeberto","Volunteer","telma.hildeberto@hotmail.com","+(670) 5983-4963","Timor-Leste Red Cross Society",,,,,"Oebau","TL","Oecusse","Pante Macasar","Costa",-9.20082,124.36357
"Mr.","Durcelina","Fernandes Baptista","Volunteer","durcelina.fernandesbaptista@gmail.com","+(670) 9124-9113","Timor-Leste Red Cross Society",,,,,"Oesilo","TL","Oecusse","Oesilo","Bobometo",-9.34819,124.37928
"Mr.","Tomas","Guterres","Volunteer","tomas.guterres@yahoo.com","+(670) 7818-1342","Timor-Leste Red Cross Society",,,,,"Aikurus","TL","Aileu","Remexio","Tulataqueo",-8.61765,125.75799
"Mr.","Vidiana","Tilman","Volunteer","vidiana.tilman@hotmail.com","+(670) 3589-6835","Timor-Leste Red Cross Society",,,,,"Malimea","TL","Ermera","Atsabe","Atara",-8.946,125.38887
"Ms.","Abril","Fatima Rebelo","Volunteer","abril.fatimarebelo@gmail.com","+(670) 2936-6995","Timor-Leste Red Cross Society",,,,,"Flarsima","TL","Liquiçá","Maubara","Vatuboro",-8.70052,125.10796
"Mr.","Augusto","Peneda","Volunteer","augusto.peneda@yahoo.com","+(670) 6400-8971","Timor-Leste Red Cross Society",,,,,"Metagao","TL","Liquiçá","Liquiçá","Luculai",-8.64256,125.35554
"Ms.","Graciano","Barreto","Volunteer","graciano.barreto@hotmail.com","+(670) 7303-4376","Timor-Leste Red Cross Society",,,,,"Toileso","TL","Ermera","Railaco","Railaco Leten",-8.68714,125.50238
"Mr.","Domingos","Saboga","Volunteer","domingos.saboga@gmail.com","+(670) 5775-8617","Timor-Leste Red Cross Society",,,,,"Samadae","TL","Baucau","Quelicai","Macalaco",-8.57563,126.5528
"Mr.","Abelito","Lafu","Volunteer","abelito.lafu@yahoo.com","+(670) 9196-2769","Timor-Leste Red Cross Society",,,,,"Amis","TL","Bobonaro","Lolotoe","Lupal",-9.1591,125.2798
"Mr.","Agapito","Bruno","Volunteer","agapito.bruno@hotmail.com","+(670) 8603-4008","Timor-Leste Red Cross Society",,,,,"Bahadic","TL","Manatuto","Laclo","Uma Naruc",-8.59997,125.88903
"Mr.","Acacio","Maria","Volunteer","acacio.maria@gmail.com","+(670) 1401-1960","Timor-Leste Red Cross Society",,,,,"Lequliwatu","TL","Baucau","Baucau","Bucoli",-8.48648,126.34456
"Mr.","Natalino","Dias Gomes","Volunteer","natalino.diasgomes@yahoo.com","+(670) 6074-6012","Timor-Leste Red Cross Society",,,,,"Uaimoribere","TL","Baucau","Baucau","Buibau",-8.4984,126.45168
"Ms.","Isabel","Baptista","Volunteer","isabel.baptista@hotmail.com","+(670) 5567-6308","Timor-Leste Red Cross Society",,,,,"Hotklokat","TL","Ermera","Ermera","Lauala",-8.72957,125.44526
"Ms.","Beatriz","de Deus","Volunteer","beatriz.dedeus@gmail.com","+(670) 1473-5929","Timor-Leste Red Cross Society",,,,,"Soro","TL","Ainaro","Ainaro","Soro",-8.99839,125.51524
"Mr.","Marcelino","Adevinha","Volunteer","marcelino.adevinha@yahoo.com","+(670) 8606-5000","Timor-Leste Red Cross Society",,,,,"Acubuli","TL","Ermera","Atsabe","Atadame/Malabe",-8.94533,125.41231
"Mr.","Marcelo","Urbana","Volunteer","marcelo.urbana@hotmail.com","+(670) 9465-5969","Timor-Leste Red Cross Society",,,,,"Iliomar","TL","Lautém","Iliomar","Iliomar I",-8.7099,126.828
"Mr.","Justiano","Arriaga","Volunteer","justiano.arriaga@gmail.com","+(670) 2092-2423","Timor-Leste Red Cross Society",,,,,"Kotolau","TL","Aileu","Laulara","Cotolau",-8.60431,125.59302
"Ms.","Soraia","Hendrigue Pinto","Volunteer","soraia.hendriguepinto@yahoo.com","+(670) 6504-3582","Timor-Leste Red Cross Society",,,,,"Iun","TL","Manatuto","Manatuto","Iliheu",-8.54369,125.94308
"Mr.","Lucio","Polido","Volunteer","lucio.polido@hotmail.com","+(670) 9002-7850","Timor-Leste Red Cross Society",,,,,"Bidik","TL","Dili","Cristo Rei","Hera",-8.54177,125.66271
"Ms.","Clàudia","Licinia","Volunteer","claudia.licinia@gmail.com","+(670) 7593-2216","Timor-Leste Red Cross Society",,,,,"Bemori Babaliurai","TL","Dili","Nain Feto","Bemori",-8.56027,125.58719
"Ms.","Adriana","Antonio Belo","Volunteer","adriana.antoniobelo@yahoo.com","+(670) 6459-9156","Timor-Leste Red Cross Society",,,,,"Afaguia","TL","Baucau","Baguia","Alaua Leten",-8.62639,126.67639
"Ms.","Elly","Vidigal dos Santos","Volunteer","elly.vidigaldossantos@hotmail.com","+(670) 6091-2727","Timor-Leste Red Cross Society",,,,,"Kirilelo","TL","Liquiçá","Liquiçá","Dato",-8.64877,125.33382
"Mr.","Orlando","Clara","Volunteer","orlando.clara@gmail.com","+(670) 3649-9636","Timor-Leste Red Cross Society",,,,,"Poerema","TL","Ermera","Hatolia","Ailelo",-8.80337,125.32736
"Mr.","Yakobus","Pedro Pinto","Volunteer","yakobus.pedropinto@yahoo.com","+(670) 3153-9475","Timor-Leste Red Cross Society",,,,,"Bandeirahun","TL","Aileu","Aileu Vila","Suco Liurai",-8.757,125.53607
"Mr.","Abrao","da Costa Belo","Volunteer","abrao.dacostabelo@hotmail.com","+(670) 2671-4396","Timor-Leste Red Cross Society",,,,,"Malabe","TL","Ermera","Atsabe","Atadame/Malabe",-8.94024,125.39276
"Ms.","Mariana","de Deus Gomes","Volunteer","mariana.dedeusgomes@gmail.com","+(670) 4674-2024","Timor-Leste Red Cross Society",,,,,"Teuro","TL","Ermera","Hatolia","Coliate-Leotelo",-8.81179,125.37965
"Mr.","Andreia","Helena","Volunteer","andreia.helena@yahoo.com","+(670) 2235-5346","Timor-Leste Red Cross Society",,,,,"Zoilpo","TL","Bobonaro","Lolotoe","Guda",-9.12706,125.30796
"Ms.","Maria","Nunes","Volunteer","maria.nunes@hotmail.com","+(670) 1083-1693","Timor-Leste Red Cross Society",,,,,"Boclaran","TL","Manufahi","Alas","Uma Berloic",-9.10389,125.90254
"Ms.","Mariano","Cardoso","Volunteer","mariano.cardoso@gmail.com","+(670) 3527-1943","Timor-Leste Red Cross Society",,,,,"Uduai","TL","Bobonaro","Bobonaro","Carabau",-9.02227,125.3716
"Mr.","Apolonius","Pereira","Volunteer","apolonius.pereira@yahoo.com","+(670) 9045-4963","Timor-Leste Red Cross Society",,,,,"Uatubala","TL","Baucau","Baucau","Wailili",-8.53342,126.45263
"Mr.","Aleixo","Ojeda","Volunteer","aleixo.ojeda@hotmail.com","+(670) 7059-4188","Timor-Leste Red Cross Society",,,,,"Solahae","TL","Bobonaro","Balibo","Cowa",-9.02381,125.00209
"Mr.","Erculano","da Costa Lopes","Volunteer","erculano.dacostalopes@gmail.com","+(670) 6021-6212","Timor-Leste Red Cross Society",,,,,"Holba","TL","Covalima","Suai","Labarai",-9.26451,125.3265
"Ms.","Vanessa","de Oliveira","Volunteer","vanessa.deoliveira@yahoo.com","+(670) 3708-7478","Timor-Leste Red Cross Society",,,,,"Uaniuma","TL","Viqueque","Uatucarbau","Uani Uma",-8.75577,126.68472
"Mr.","Eduarda","Sevinate","Volunteer","eduarda.sevinate@hotmail.com","+(670) 2761-3786","Timor-Leste Red Cross Society",,,,,"Manati","TL","Liquiçá","Liquiçá","Leoteala",-8.68674,125.30584
"Ms.","Jessica","Roleto","Volunteer","jessica.roleto@gmail.com","+(670) 2946-8228","Timor-Leste Red Cross Society",,,,,"Larimuta","TL","Baucau","Laga","Libagua",-8.4971,126.64927
"Mr.","Manuel","Jose","Volunteer","manuel.jose@yahoo.com","+(670) 7933-1130","Timor-Leste Red Cross Society",,,,,"Samagata","TL","Baucau","Laga","Sagadati",-8.52344,126.69534
"Mr.","Marito","Freitas","Volunteer","marito.freitas@hotmail.com","+(670) 4374-6965","Timor-Leste Red Cross Society",,,,,"Akanunu","TL","Dili","Cristo Rei","Hera",-8.55635,125.64737
"Mr.","Martinho","de Fatima","Volunteer","martinho.defatima@gmail.com","+(670) 6636-6927","Timor-Leste Red Cross Society",,,,,"Biarua","TL","Bobonaro","Atabae","Aidabaleten",-8.83809,125.15002
"Mr.","Leonito","Chilro","Volunteer","leonito.chilro@yahoo.com","+(670) 3488-3266","Timor-Leste Red Cross Society",,,,,"Oboe","TL","Bobonaro","Bobonaro","Cotabot",-9.01251,125.38818
"Mr.","Antonio","Caldeira","Volunteer","antonio.caldeira@hotmail.com","+(670) 1634-6855","Timor-Leste Red Cross Society",,,,,"Talioan","TL","Viqueque","Lacluta","Uma Tolu",-8.89291,126.22154
"Mr.","Afonso","Uva","Volunteer","afonso.uva@gmail.com","+(670) 4772-9837","Timor-Leste Red Cross Society",,,,,"Loblala","TL","Ermera","Ermera","Poetete",-8.75258,125.38535
"Ms.","Liliana","Boavida","Volunteer","liliana.boavida@yahoo.com","+(670) 9508-4893","Timor-Leste Red Cross Society",,,,,"Clarecmaruc","TL","Viqueque","Lacluta","Uma Tolu",-8.88263,126.22015
"Ms.","Margarida","Godinho","Volunteer","margarida.godinho@hotmail.com","+(670) 7122-9821","Timor-Leste Red Cross Society",,,,,"Sorocama","TL","Baucau","Baguia","Alaua Craic",-8.6125,126.65972
"Mr.","Agusto","Adevinha","Volunteer","agusto.adevinha@gmail.com","+(670) 8970-1965","Timor-Leste Red Cross Society",,,,,"Culugia","TL","Baucau","Quelicai","Guruca",-8.57694,126.60164
"Mr.","Januario","Cabecinhas","Volunteer","januario.cabecinhas@yahoo.com","+(670) 1899-5591","Timor-Leste Red Cross Society",,,,,"Batas","TL","Manufahi","Same","Tutuluro",-8.93785,125.70554
"Mr.","Marcus","Elo","Volunteer","marcus.elo@hotmail.com","+(670) 5211-7421","Timor-Leste Red Cross Society",,,,,"Boramba","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11302,125.64772
"Mr.","Abel","Pinto Soares","Volunteer","abel.pintosoares@gmail.com","+(670) 8613-8275","Timor-Leste Red Cross Society",,,,,"Daurata","TL","Manufahi","Fatuberliu","Fahinehan",-8.92801,125.76093
"Ms.","Diana","Ximenes","Volunteer","diana.ximenes@yahoo.com","+(670) 6301-5050","Timor-Leste Red Cross Society",,,,,"Ulturo","TL","Lautém","Luro","Wairoce",-8.50556,126.83333
"Mr.","Goku","Baros","Volunteer","goku.baros@hotmail.com","+(670) 8912-8817","Timor-Leste Red Cross Society",,,,,"Halioan","TL","Viqueque","Lacluta","Dilor",-8.83654,126.21543
"Mr.","Alegria","Palat","Volunteer","alegria.palat@gmail.com","+(670) 6406-4333","Timor-Leste Red Cross Society",,,,,"Hatomera","TL","Manatuto","Laclo","Hohorai",-8.60739,125.76415
"Ms.","Manuela","Hugo","Volunteer","manuela.hugo@yahoo.com","+(670) 4749-5939","Timor-Leste Red Cross Society",,,,,"Nonomogue","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95899,125.52365
"Mr.","Dinis","Magno Freitas","Volunteer","dinis.magnofreitas@hotmail.com","+(670) 3998-6336","Timor-Leste Red Cross Society",,,,,"Feriksare","TL","Manufahi","Alas","Taitudac",-9.10167,125.78148
"Mr.","Guido","Duarte","Volunteer","guido.duarte@gmail.com","+(670) 2065-5870","Timor-Leste Red Cross Society",,,,,"Muafoso","TL","Lautém","Lautém","Com",-8.35774,127.05598
"Mr.","Miguel","Rente","Volunteer","miguel.rente@yahoo.com","+(670) 9294-9004","Timor-Leste Red Cross Society",,,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Carlito","Bosco  Soares","Volunteer","carlito.boscosoares@hotmail.com","+(670) 3167-1848","Timor-Leste Red Cross Society",,,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Joao","Moniz","Volunteer","joao.moniz@gmail.com","+(670) 6945-8260","Timor-Leste Red Cross Society",,,,,"Barialaran","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.14377,125.66108
"Mr.","Paulo","de Jesus Alves","Volunteer","paulo.dejesusalves@yahoo.com","+(670) 9948-5054","Timor-Leste Red Cross Society",,,,,"Daurata","TL","Manufahi","Fatuberliu","Fahinehan",-8.92801,125.76093
"Mr.","Josefa","Pascoela","Volunteer","josefa.pascoela@hotmail.com","+(670) 2301-5172","Timor-Leste Red Cross Society",,,,,"Abere","TL","Lautém","Luro","Luro",-8.54028,126.83611
"Mr.","Lauriano","M. Pereira","Volunteer","lauriano.m.pereira@gmail.com","+(670) 5394-2051","Timor-Leste Red Cross Society",,,,,"Tulaoli","TL","Viqueque","Lacluta","Dilor",-8.83638,126.20935
"Ms.","Joana","Liub","Volunteer","joana.liub@yahoo.com","+(670) 6895-1174","Timor-Leste Red Cross Society",,,,,"Robai","TL","Manatuto","Laclo","Hohorai",-8.60767,125.80517
"Mr.","Alcino","da Silva","Volunteer","alcino.dasilva@hotmail.com","+(670) 1706-8442","Timor-Leste Red Cross Society",,,,,"Nonomoguelao","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95041,125.53444
"Mr.","Nuno","Pala","Volunteer","nuno.pala@gmail.com","+(670) 2186-7152","Timor-Leste Red Cross Society",,,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Paul","Rilo","Volunteer","paul.rilo@yahoo.com","+(670) 7407-6685","Timor-Leste Red Cross Society",,,,,"Sabandar","TL","Lautém","Lautém","Com",-8.35924,127.05995
"Ms.","Alexandra","Rogerio","Volunteer","alexandra.rogerio@hotmail.com","+(670) 6740-4105","Timor-Leste Red Cross Society",,,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Ms.","Sirilia","Bercamns","Volunteer","sirilia.bercamns@gmail.com","+(670) 8202-4178","Timor-Leste Red Cross Society",,,,,"Burabahae","TL","Viqueque","Watulari","Vessoru",-8.72183,126.63978
"Mr.","Nilton","da Costa Mariz","Volunteer","nilton.dacostamariz@yahoo.com","+(670) 9605-9182","Timor-Leste Red Cross Society",,,,,"Ailora","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11379,125.64147
"Ms.","Joaquim","Marques","Volunteer","joaquim.marques@hotmail.com","+(670) 2484-1371","Timor-Leste Red Cross Society",,,,,"Patukilat","TL","Manufahi","Fatuberliu","Fahinehan",-8.90094,125.76156
"Mr.","Felix","de Almeida","Volunteer","felix.dealmeida@gmail.com","+(670) 5866-6173","Timor-Leste Red Cross Society",,,,,"Borowali","TL","Lautém","Luro","Cotamutu",-8.5125,126.83056
"Mr.","Severina","F. Branco","Volunteer","severina.f.branco@yahoo.com","+(670) 3503-3472","Timor-Leste Red Cross Society",,,,,"Halimean","TL","Viqueque","Lacluta","Dilor",-8.83865,126.21322
"Mr.","Alvaro","Xareal","Volunteer","alvaro.xareal@hotmail.com","+(670) 2450-1289","Timor-Leste Red Cross Society",,,,,"Sabomata","TL","Manatuto","Laclo","Hohorai",-8.62912,125.78085
"Mr.","Eugenio","Jaelani","Volunteer","eugenio.jaelani@gmail.com","+(670) 6777-6314","Timor-Leste Red Cross Society",,,,,"Nonomoguelao","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95041,125.53444
"Mr.","Marcos","da Costa","Volunteer","marcos.dacosta@yahoo.com","+(670) 3543-5811","Timor-Leste Red Cross Society",,,,,"Lurin","TL","Manufahi","Alas","Taitudac",-9.0159,125.78142
"Mr.","Basilio","Brites","Volunteer","basilio.brites@hotmail.com","+(670) 4079-2551","Timor-Leste Red Cross Society",,,,,"Sabandar","TL","Lautém","Lautém","Com",-8.35924,127.05995
"Ms.","Rosa","Solposto","Volunteer","rosa.solposto@gmail.com","+(670) 3958-8589","Timor-Leste Red Cross Society",,,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Mr.","Estanislao","Pinto","Volunteer","estanislao.pinto@yahoo.com","+(670) 5588-9625","Timor-Leste Red Cross Society",,,,,"Uaicai","TL","Viqueque","Watulari","Vessoru",-8.69776,126.61956
"Ms.","Florinda","de Jesus","Volunteer","florinda.dejesus@hotmail.com","+(670) 1849-5034","Timor-Leste Red Cross Society",,,,,"Lale","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.12594,125.6593
"Ms.","Juliana","Goncalves","Volunteer","juliana.goncalves@gmail.com","+(670) 3783-9173","Timor-Leste Red Cross Society",,,,,"Orilo","TL","Manufahi","Fatuberliu","Fahinehan",-8.93445,125.75215
"Ms.","Rita","Barros dos Reis","Volunteer","rita.barrosdosreis@yahoo.com","+(670) 1881-5247","Timor-Leste Red Cross Society",,,,,"Afaia","TL","Lautém","Luro","Luro",-8.54614,126.8342
"Mr.","Juvenal","da Costa Oliveira","Volunteer","juvenal.dacostaoliveira@hotmail.com","+(670) 6346-7234","Timor-Leste Red Cross Society",,,,,"Halioan","TL","Viqueque","Lacluta","Dilor",-8.83654,126.21543
"Mr.","Jaime","de Carvalho","Volunteer","jaime.decarvalho@gmail.com","+(670) 8178-9591","Timor-Leste Red Cross Society",,,,,"Reabuticeon","TL","Manatuto","Laclo","Hohorai",-8.58668,125.84349
"Mr.","Cesar","Fahik Batak","Volunteer","cesar.fahikbatak@yahoo.com","+(670) 3599-9790","Timor-Leste Red Cross Society",,,,,"Tukarocoiloeo","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.94416,125.52214
"Mr.","Filomeno","Maia","Volunteer","filomeno.maia@hotmail.com","+(670) 9203-6653","Timor-Leste Red Cross Society",,,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","George","Moio","Volunteer","george.moio@gmail.com","+(670) 6810-3147","Timor-Leste Red Cross Society",,,,,"Lomatu","TL","Lautém","Lautém","Com",-8.35495,127.05554
"Mr.","Eli","Sereno","Volunteer","eli.sereno@yahoo.com","+(670) 9214-7656","Timor-Leste Red Cross Society",,,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Sebastiao","Gorette","Volunteer","sebastiao.gorette@hotmail.com","+(670) 8553-1964","Timor-Leste Red Cross Society",,,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Paulino","Alex","Volunteer","paulino.alex@gmail.com","+(670) 5636-2722","Timor-Leste Red Cross Society",,,,,"Bekumu","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1225,125.64472
"Mr.","Guilherme","Rodriques","Volunteer","guilherme.rodriques@yahoo.com","+(670) 6481-9129","Timor-Leste Red Cross Society",,,,,"Ainesi","TL","Manufahi","Fatuberliu","Fahinehan",-8.92258,125.75876
"Mr.","Heitor","da Cunha","Volunteer","heitor.dacunha@hotmail.com","+(670) 7764-9039","Timor-Leste Red Cross Society",,,,,"Buanomor","TL","Lautém","Luro","Cotamutu",-8.5496,126.81238
"Mr.","Sandra","Mondego","Volunteer","sandra.mondego@gmail.com","+(670) 8151-2232","Timor-Leste Red Cross Society",,,,,"Halimean","TL","Viqueque","Lacluta","Dilor",-8.83865,126.21322
"Mr.","Apolinario","Paulo","Volunteer","apolinario.paulo@yahoo.com","+(670) 1092-2688","Timor-Leste Red Cross Society",,,,,"Hatomera","TL","Manatuto","Laclo","Hohorai",-8.60739,125.76415
"Mr.","Kevin","Rafael","Volunteer","kevin.rafael@hotmail.com","+(670) 4807-9565","Timor-Leste Red Cross Society",,,,,"Hatu-Builico","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.89345,125.51868
"Mr.","Emidia","Gomes","Volunteer","emidia.gomes@gmail.com","+(670) 2570-4539","Timor-Leste Red Cross Society",,,,,"Feriksare","TL","Manufahi","Alas","Taitudac",-9.10167,125.78148
"Mr.","Ruben","da Vidigal","Volunteer","ruben.davidigal@yahoo.com","+(670) 7998-4963","Timor-Leste Red Cross Society",,,,,"Petileti","TL","Lautém","Lautém","Com",-8.36667,127.03889
"Mr.","Fernanda","Jose da C.","Volunteer","fernanda.josedac@hotmail.com","+(670) 4307-3093","Timor-Leste Red Cross Society",,,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Mr.","Moises","Martins","Volunteer","moises.martins@gmail.com","+(670) 8888-2058","Timor-Leste Red Cross Society",,,,,"Daradobi","TL","Viqueque","Watulari","Vessoru",-8.76665,126.65327
"Mr.","Luis","dos Santos","Volunteer","luis.dossantos@yahoo.com","+(670) 2738-8546","Timor-Leste Red Cross Society",,,,,"Bekumu","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1225,125.64472
"Ms.","Mónica","Alves","Volunteer","monica.alves@hotmail.com","+(670) 3506-9101","Timor-Leste Red Cross Society",,,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
"Mr.","Cornelio","Saboga","Volunteer","cornelio.saboga@gmail.com","+(670) 1835-5581","Timor-Leste Red Cross Society",,,,,"Luro","TL","Lautém","Luro","Cotamutu",-8.51389,126.83333
"Mr.","Catarina","Batuca","Volunteer","catarina.batuca@yahoo.com","+(670) 8441-2320","Timor-Leste Red Cross Society",,,,,"Halimean","TL","Viqueque","Lacluta","Dilor",-8.83865,126.21322
"Mr.","Celestino","Noel Sila","Volunteer","celestino.noelsila@hotmail.com","+(670) 6075-9379","Timor-Leste Red Cross Society",,,,,"Robai","TL","Manatuto","Laclo","Hohorai",-8.60767,125.80517
"Ms.","Meliana","Ximenes","Volunteer","meliana.ximenes@gmail.com","+(670) 7646-7331","Timor-Leste Red Cross Society",,,,,"Nonomogue","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95899,125.52365
"Mr.","Bonifacio","Quefi","Volunteer","bonifacio.quefi@yahoo.com","+(670) 3545-3308","Timor-Leste Red Cross Society",,,,,"Manos","TL","Manufahi","Alas","Taitudac",-9.02254,125.75752
"Ms.","Sofia","Mali Mau","Volunteer","sofia.malimau@hotmail.com","+(670) 4038-1017","Timor-Leste Red Cross Society",,,,,"Com","TL","Lautém","Lautém","Com",-8.35603,127.05642
"Mr.","Julio","Zolo","Volunteer","julio.zolo@gmail.com","+(670) 1385-4165","Timor-Leste Red Cross Society",,,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Ms.","Mafalda","Gusmão","Volunteer","mafalda.gusmao@yahoo.com","+(670) 7832-8842","Timor-Leste Red Cross Society",,,,,"Burabahae","TL","Viqueque","Watulari","Vessoru",-8.72183,126.63978
"Mr.","Herculano","de Araujo","Volunteer","herculano.dearaujo@hotmail.com","+(670) 9976-6850","Timor-Leste Red Cross Society",,,,,"Akadirularan","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.14431,125.64102
"Ms.","Joaninha","Aparicio","Volunteer","joaninha.aparicio@gmail.com","+(670) 9537-1605","Timor-Leste Red Cross Society",,,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
"Mr.","Marcos","Botelheiro","Volunteer","marcos.botelheiro@yahoo.com","+(670) 7919-2739","Timor-Leste Red Cross Society",,,,,"Lakawa","TL","Lautém","Luro","Cotamutu",-8.51335,126.83229
"Mr.","Edi","Belo","Volunteer","edi.belo@hotmail.com","+(670) 4167-3403","Timor-Leste Red Cross Society",,,,,"Tulaoli","TL","Viqueque","Lacluta","Dilor",-8.83638,126.20935
"Mr.","Custodio","Goveia Leite","Volunteer","custodio.goveialeite@gmail.com","+(670) 8688-2337","Timor-Leste Red Cross Society",,,,,"Rehatu","TL","Manatuto","Laclo","Hohorai",-8.58971,125.80375
"Ms.","Carlota","Idalina","Volunteer","carlota.idalina@yahoo.com","+(670) 3259-2428","Timor-Leste Red Cross Society",,,,,"Nonomoguelao","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95041,125.53444
"Mr.","Adelino","Nunes","Volunteer","adelino.nunes@hotmail.com","+(670) 9253-9902","Timor-Leste Red Cross Society",,,,,"Feriksare","TL","Manufahi","Alas","Taitudac",-9.10167,125.78148
"Mr.","Joel","Cromos","Volunteer","joel.cromos@gmail.com","+(670) 4932-5754","Timor-Leste Red Cross Society",,,,,"Petileti","TL","Lautém","Lautém","Com",-8.36667,127.03889
"Mr.","Agostinho","Domingas","Volunteer","agostinho.domingas@yahoo.com","+(670) 7878-6769","Timor-Leste Red Cross Society",,,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
