"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Acronym","Office Phone","Office","Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Ms.","Isabel","Amaral","Volunteer","isabel.amaral@gmail.com","+(670) 2335-7687","Timor-Leste Red Cross Society","CVTL",,,,"Oelaka","TL","Bobonaro","Lolotoe","Deudet",-9.16446,125.26758
"Mr.","Cesar","Da Silva ","Volunteer","cesar.dasilva@gmail.com","+(670) 4004-5064","Timor-Leste Red Cross Society","CVTL",,,,"Bobe","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.15556,125.66373
"Mr.","Joao","Baptista","Volunteer","joao.baptista@yahoo.com","+(670) 4438-3517","Timor-Leste Red Cross Society","CVTL",,,,"Pafuloain","TL","Viqueque","Watulari","Macadique",-8.83731,126.51925
"Mr.","Marito","da Cunha","Volunteer","marito.dacunha@hotmail.com","+(670) 5840-2969","Timor-Leste Red Cross Society","CVTL",,,,"Oemolo","TL","Oecusse","Pante Macasar","Lifau",-9.22737,124.31103
"Mr.","Lucas","Godinho ","Volunteer","lucas.godinho@gmail.com","+(670) 1325-9656","Timor-Leste Red Cross Society","CVTL",,,,"Pehefito","TL","Lautem","Lospalos","Muapitine",-8.51464,127.10251
"Mr.","Miguel","Goveia Leite","Volunteer","miguel.goveialeite@hotmail.com","+(670) 6552-5348","Timor-Leste Red Cross Society","CVTL",,,,"Lookeu","TL","Covalima","Suai","Debos",-9.32318,125.24553
"Mr.","Abril","da Costa","Volunteer","abril.dacosta@hotmail.com","+(670) 2209-1486","Timor-Leste Red Cross Society","CVTL",,,,"Wemer","TL","Covalima","Fohorem","Dato Tolu",-9.26009,125.17149
"Mr.","Tomas","F. Branco","Volunteer","tomas.f.branco@hotmail.com","+(670) 5983-4963","Timor-Leste Red Cross Society","CVTL",,,,"Oebau","TL","Oecusse","Pante Macasar","Costa",-9.20082,124.36357
"Mr.","Eduarda","de Jesus","Volunteer","eduarda.dejesus@hotmail.com","+(670) 9124-9113","Timor-Leste Red Cross Society","CVTL",,,,"Oesilo","TL","Oecusse","Oesilo","Bobometo",-9.34819,124.37928
"Mr.","Joaninha","de Jesus","Volunteer","joaninha.dejesus@yahoo.com","+(670) 7818-1342","Timor-Leste Red Cross Society","CVTL",,,,"Aikurus","TL","Aileu","Remexio","Tulataqueo",-8.61765,125.75799
"Ms.","Luis","Pedro Pinto","Volunteer","luis.pedropinto@hotmail.com","+(670) 3589-6835","Timor-Leste Red Cross Society","CVTL",,,,"Malimea","TL","Ermera","Atsabe","Atara",-8.946,125.38887
"Mr.","Moises","Clara","Volunteer","moises.clara@gmail.com","+(670) 2936-6995","Timor-Leste Red Cross Society","CVTL",,,,"Flarsima","TL","Liquiçá","Maubara","Vatuboro",-8.70052,125.10796
"Ms.","Joaninha","de Jesus","Volunteer","joaninha.dejesus@gmail.com","+(670) 6400-8971","Timor-Leste Red Cross Society","CVTL",,,,"Metagao","TL","Liquiçá","Liquiçá","Luculai",-8.64256,125.35554
"Mr.","Rita","Peneda","Volunteer","rita.peneda@yahoo.com","+(670) 7303-4376","Timor-Leste Red Cross Society","CVTL",,,,"Toileso","TL","Ermera","Railaco","Railaco Leten",-8.68714,125.50238
"Mr.","Orlando","de Carvalho","Volunteer","orlando.decarvalho@yahoo.com","+(670) 5775-8617","Timor-Leste Red Cross Society","CVTL",,,,"Samadae","TL","Baucau","Quelicai","Macalaco",-8.57563,126.5528
"Mr.","Duarte","Ojeda","Volunteer","duarte.ojeda@gmail.com","+(670) 9196-2769","Timor-Leste Red Cross Society","CVTL",,,,"Amis","TL","Bobonaro","Lolotoe","Lupal",-9.1591,125.2798
"Mr.","Adelino","Caldeira","Volunteer","adelino.caldeira@gmail.com","+(670) 8603-4008","Timor-Leste Red Cross Society","CVTL",,,,"Bahadic","TL","Manatuto","Laclo","Uma Naruc",-8.59997,125.88903
"Mr.","Clementino","Amaral ","Volunteer","clementino.amaral@gmail.com","+(670) 1401-1960","Timor-Leste Red Cross Society","CVTL",,,,"Lequliwatu","TL","Baucau","Baucau","Bucoli",-8.48648,126.34456
"Mr.","Antonio","dos Santos","Volunteer","antonio.dossantos@gmail.com","+(670) 6074-6012","Timor-Leste Red Cross Society","CVTL",,,,"Uaimoribere","TL","Baucau","Baucau","Buibau",-8.4984,126.45168
"Mr.","Afonso","Alves","Volunteer","afonso.alves@yahoo.com","+(670) 5567-6308","Timor-Leste Red Cross Society","CVTL",,,,"Hotklokat","TL","Ermera","Ermera","Lauala",-8.72957,125.44526
"Mr.","Celestino","Nunes","Volunteer","celestino.nunes@gmail.com","+(670) 1473-5929","Timor-Leste Red Cross Society","CVTL",,,,"Soro","TL","Ainaro","Ainaro","Soro",-8.99839,125.51524
"Mr.","Carlota","Chilro","Volunteer","carlota.chilro@gmail.com","+(670) 8606-5000","Timor-Leste Red Cross Society","CVTL",,,,"Acubuli","TL","Ermera","Atsabe","Atadame/Malabe",-8.94533,125.41231
"Mr.","Tomas","F. Branco","Volunteer","tomas.f.branco@gmail.com","+(670) 9465-5969","Timor-Leste Red Cross Society","CVTL",,,,"Iliomar","TL","Lautem","Iliomar","Iliomar I",-8.7099,126.828
"Ms.","Maria","Pascoela","Volunteer","maria.pascoela@gmail.com","+(670) 2092-2423","Timor-Leste Red Cross Society","CVTL",,,,"Kotolau","TL","Aileu","Laulara","Cotolau",-8.60431,125.59302
"Mr.","José","Hugo","Volunteer","jose.hugo@hotmail.com","+(670) 6504-3582","Timor-Leste Red Cross Society","CVTL",,,,"Iun","TL","Manatuto","Manatuto","Iliheu",-8.54369,125.94308
"Mr.","Antonio","de Oliveira","Volunteer","antonio.deoliveira@yahoo.com","+(670) 9002-7850","Timor-Leste Red Cross Society","CVTL",,,,"Bidik","TL","Dili","Cristo Rei","Hera",-8.54177,125.66271
"Mr.","Carlota","Chilro","Volunteer","carlota.chilro@hotmail.com","+(670) 7593-2216","Timor-Leste Red Cross Society","CVTL",,,,"Bemori Babaliurai","TL","Dili","Nain Feto","Bemori",-8.56027,125.58719
"Mr.","Jessica","Rafael","Volunteer","jessica.rafael@gmail.com","+(670) 6459-9156","Timor-Leste Red Cross Society","CVTL",,,,"Afaguia","TL","Baucau","Baguia","Alaua Leten",-8.62639,126.67639
"Ms.","Paulo","Guterres","Volunteer","paulo.guterres@yahoo.com","+(670) 6091-2727","Timor-Leste Red Cross Society","CVTL",,,,"Kirilelo","TL","Liquiçá","Liquiçá","Dato",-8.64877,125.33382
"Ms.","Rosa","Fernandes Baptista","Volunteer","rosa.fernandesbaptista@hotmail.com","+(670) 3649-9636","Timor-Leste Red Cross Society","CVTL",,,,"Poerema","TL","Ermera","Hatolia","Ailelo",-8.80337,125.32736
"Ms.","Bonifacio","Pereira","Volunteer","bonifacio.pereira@gmail.com","+(670) 3153-9475","Timor-Leste Red Cross Society","CVTL",,,,"Bandeirahun","TL","Aileu","Aileu Vila","Suco Liurai",-8.757,125.53607
"Mr.","Justiano","Belo","Volunteer","justiano.belo@hotmail.com","+(670) 2671-4396","Timor-Leste Red Cross Society","CVTL",,,,"Malabe","TL","Ermera","Atsabe","Atadame/Malabe",-8.94024,125.39276
"Mr.","Dominikus","Elo","Volunteer","dominikus.elo@yahoo.com","+(670) 4674-2024","Timor-Leste Red Cross Society","CVTL",,,,"Teuro","TL","Ermera","Hatolia","Coliate-Leotelo",-8.81179,125.37965
"Mr.","Mariano","Soares","Volunteer","mariano.soares@gmail.com","+(670) 2235-5346","Timor-Leste Red Cross Society","CVTL",,,,"Zoilpo","TL","Bobonaro","Lolotoe","Guda",-9.12706,125.30796
"Mr.","Apolonius","Alex","Volunteer","apolonius.alex@hotmail.com","+(670) 1083-1693","Timor-Leste Red Cross Society","CVTL",,,,"Boclaran","TL","Manufahi","Alas","Uma Berloic",-9.10389,125.90254
"Ms.","Abrao","Maia","Volunteer","abrao.maia@gmail.com","+(670) 3527-1943","Timor-Leste Red Cross Society","CVTL",,,,"Uduai","TL","Bobonaro","Bobonaro","Carabau",-9.02227,125.3716
"Mr.","Domingos","Cune","Volunteer","domingos.cune@hotmail.com","+(670) 9045-4963","Timor-Leste Red Cross Society","CVTL",,,,"Uatubala","TL","Baucau","Baucau","Wailili",-8.53342,126.45263
"Mr.","Joao","Nunes","Volunteer","joao.nunes@yahoo.com","+(670) 7059-4188","Timor-Leste Red Cross Society","CVTL",,,,"Solahae","TL","Bobonaro","Balibo","Cowa",-9.02381,125.00209
"Ms.","Joao","Pala","Volunteer","joao.pala@gmail.com","+(670) 6021-6212","Timor-Leste Red Cross Society","CVTL",,,,"Holba","TL","Covalima","Suai","Labarai",-9.26451,125.3265
"Mr.","Severina","Marques","Volunteer","severina.marques@gmail.com","+(670) 3708-7478","Timor-Leste Red Cross Society","CVTL",,,,"Uaniuma","TL","Viqueque","Uatucarbau","Uani Uma",-8.75577,126.68472
"Mr.","Leonito","Martins","Volunteer","leonito.martins@gmail.com","+(670) 2761-3786","Timor-Leste Red Cross Society","CVTL",,,,"Manati","TL","Liquiçá","Liquiçá","Leoteala",-8.68674,125.30584
"Ms.","Cipriano","Magno Freitas","Volunteer","cipriano.magnofreitas@gmail.com","+(670) 2946-8228","Timor-Leste Red Cross Society","CVTL",,,,"Larimuta","TL","Baucau","Laga","Libagua",-8.4971,126.64927
"Mr.","Domingos","de Araujo","Volunteer","domingos.dearaujo@gmail.com","+(670) 7933-1130","Timor-Leste Red Cross Society","CVTL",,,,"Samagata","TL","Baucau","Laga","Sagadati",-8.52344,126.69534
"Ms.","Joaquim","Vicente","Volunteer","joaquim.vicente@hotmail.com","+(670) 4374-6965","Timor-Leste Red Cross Society","CVTL",,,,"Akanunu","TL","Dili","Cristo Rei","Hera",-8.55635,125.64737
"Mr.","Lourenco","Liub","Volunteer","lourenco.liub@hotmail.com","+(670) 6636-6927","Timor-Leste Red Cross Society","CVTL",,,,"Biarua","TL","Bobonaro","Atabae","Aidabaleten",-8.83809,125.15002
"Mr.","Edi","Freitas","Volunteer","edi.freitas@yahoo.com","+(670) 3488-3266","Timor-Leste Red Cross Society","CVTL",,,,"Oboe","TL","Bobonaro","Bobonaro","Cotabot",-9.01251,125.38818
"Mr.","Januario","Ximenes","Volunteer","januario.ximenes@yahoo.com","+(670) 1634-6855","Timor-Leste Red Cross Society","CVTL",,,,"Talioan","TL","Viqueque","Lacluta","Uma Tolu",-8.89291,126.22154
"Mr.","Joao","Pinto Soares","Volunteer","joao.pintosoares@gmail.com","+(670) 4772-9837","Timor-Leste Red Cross Society","CVTL",,,,"Loblala","TL","Ermera","Ermera","Poetete",-8.75258,125.38535
"Mr.","Adriana","Roleto","Volunteer","adriana.roleto@gmail.com","+(670) 9508-4893","Timor-Leste Red Cross Society","CVTL",,,,"Clarecmaruc","TL","Viqueque","Lacluta","Uma Tolu",-8.88263,126.22015
"Mr.","Lourenco","Liub","Volunteer","lourenco.liub@yahoo.com","+(670) 7122-9821","Timor-Leste Red Cross Society","CVTL",,,,"Sorocama","TL","Baucau","Baguia","Alaua Craic",-8.6125,126.65972
"Ms.","Eli","Dias Gomes","Volunteer","eli.diasgomes@gmail.com","+(670) 8970-1965","Timor-Leste Red Cross Society","CVTL",,,,"Culugia","TL","Baucau","Quelicai","Guruca",-8.57694,126.60164
"Mr.","Liliana","Soares","Volunteer","liliana.soares@gmail.com","+(670) 1899-5591","Timor-Leste Red Cross Society","CVTL",,,,"Batas","TL","Manufahi","Same","Tutuluro",-8.93785,125.70554
"Mr.","Domingos","Pinto","Volunteer","domingos.pinto@hotmail.com","+(670) 5211-7421","Timor-Leste Red Cross Society","CVTL",,,,"Boramba","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11302,125.64772
"Mr.","Ruben","Pereira","Volunteer","ruben.pereira@gmail.com","+(670) 8613-8275","Timor-Leste Red Cross Society","CVTL",,,,"Daurata","TL","Manufahi","Fatuberliu","Fahinehan",-8.92801,125.76093
"Mr.","Jessica","Rafael","Volunteer","jessica.rafael@hotmail.com","+(670) 6301-5050","Timor-Leste Red Cross Society","CVTL",,,,"Ulturo","TL","Lautem","Luro","Wairoce",-8.50556,126.83333
"Ms.","Abril","da Costa","Volunteer","abril.dacosta@hotmail.com","+(670) 8912-8817","Timor-Leste Red Cross Society","CVTL",,,,"Halioan","TL","Viqueque","Lacluta","Dilor",-8.83654,126.21543
"Mr.","Goku","Gusmão ","Volunteer","goku.gusmao@hotmail.com","+(670) 6406-4333","Timor-Leste Red Cross Society","CVTL",,,,"Hatomera","TL","Manatuto","Laclo","Hohorai",-8.60739,125.76415
"Ms.","Lino","Palat","Volunteer","lino.palat@hotmail.com","+(670) 4749-5939","Timor-Leste Red Cross Society","CVTL",,,,"Nonomogue","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95899,125.52365
"Ms.","Abel","Mali Mau","Volunteer","abel.malimau@yahoo.com","+(670) 3998-6336","Timor-Leste Red Cross Society","CVTL",,,,"Feriksare","TL","Manufahi","Alas","Taitudac",-9.10167,125.78148
"Mr.","Eugenio","de Jesus","Volunteer","eugenio.dejesus@gmail.com","+(670) 2065-5870","Timor-Leste Red Cross Society","CVTL",,,,"Muafoso","TL","Lautem","Lautem","Com",-8.35774,127.05598
"Mr.","Andreia","Sereno","Volunteer","andreia.sereno@hotmail.com","+(670) 9294-9004","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Alegria","de Araujo","Volunteer","alegria.dearaujo@gmail.com","+(670) 3167-1848","Timor-Leste Red Cross Society","CVTL",,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Julio","da Costa Lopes","Volunteer","julio.dacostalopes@hotmail.com","+(670) 6945-8260","Timor-Leste Red Cross Society","CVTL",,,,"Barialaran","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.14377,125.66108
"Mr.","Mónica ","Solposto","Volunteer","monica.solposto@hotmail.com","+(670) 9948-5054","Timor-Leste Red Cross Society","CVTL",,,,"Daurata","TL","Manufahi","Fatuberliu","Fahinehan",-8.92801,125.76093
"Mr.","Ruben","Pereira","Volunteer","ruben.pereira@yahoo.com","+(670) 2301-5172","Timor-Leste Red Cross Society","CVTL",,,,"Abere","TL","Lautem","Luro","Luro",-8.54028,126.83611
"Mr.","Joao","Pala","Volunteer","joao.pala@yahoo.com","+(670) 5394-2051","Timor-Leste Red Cross Society","CVTL",,,,"Tulaoli","TL","Viqueque","Lacluta","Dilor",-8.83638,126.20935
"Mr.","Estanislao","Guterres","Volunteer","estanislao.guterres@gmail.com","+(670) 6895-1174","Timor-Leste Red Cross Society","CVTL",,,,"Robai","TL","Manatuto","Laclo","Hohorai",-8.60767,125.80517
"Mr.","Mariana","Moio","Volunteer","mariana.moio@hotmail.com","+(670) 1706-8442","Timor-Leste Red Cross Society","CVTL",,,,"Nonomoguelao","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95041,125.53444
"Mr.","Carlota","Chilro","Volunteer","carlota.chilro@hotmail.com","+(670) 2186-7152","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Soraia","Macedo","Volunteer","soraia.macedo@yahoo.com","+(670) 7407-6685","Timor-Leste Red Cross Society","CVTL",,,,"Sabandar","TL","Lautem","Lautem","Com",-8.35924,127.05995
"Ms.","Sirilia","dos Santos Barros","Volunteer","sirilia.dossantosbarros@hotmail.com","+(670) 6740-4105","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Mr.","Duarte","de Deus","Volunteer","duarte.dedeus@hotmail.com","+(670) 8202-4178","Timor-Leste Red Cross Society","CVTL",,,,"Burabahae","TL","Viqueque","Watulari","Vessoru",-8.72183,126.63978
"Mr.","Yakobus","Fahik Batak","Volunteer","yakobus.fahikbatak@hotmail.com","+(670) 9605-9182","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11379,125.64147
"Mr.","Juliana","Fatima Rebelo","Volunteer","juliana.fatimarebelo@yahoo.com","+(670) 2484-1371","Timor-Leste Red Cross Society","CVTL",,,,"Patukilat","TL","Manufahi","Fatuberliu","Fahinehan",-8.90094,125.76156
"Ms.","Juvenal","Barreto","Volunteer","juvenal.barreto@yahoo.com","+(670) 5866-6173","Timor-Leste Red Cross Society","CVTL",,,,"Borowali","TL","Lautem","Luro","Cotamutu",-8.5125,126.83056
"Mr.","Fernando","da Vidigal","Volunteer","fernando.davidigal@yahoo.com","+(670) 3503-3472","Timor-Leste Red Cross Society","CVTL",,,,"Halimean","TL","Viqueque","Lacluta","Dilor",-8.83865,126.21322
"Mr.","Marcelino","Albuquequer","Volunteer","marcelino.albuquequer@hotmail.com","+(670) 2450-1289","Timor-Leste Red Cross Society","CVTL",,,,"Sabomata","TL","Manatuto","Laclo","Hohorai",-8.62912,125.78085
"Mr.","Daniela","Adevinha","Volunteer","daniela.adevinha@gmail.com","+(670) 6777-6314","Timor-Leste Red Cross Society","CVTL",,,,"Nonomoguelao","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95041,125.53444
"Mr.","Florinda","da Costa","Volunteer","florinda.dacosta@yahoo.com","+(670) 3543-5811","Timor-Leste Red Cross Society","CVTL",,,,"Lurin","TL","Manufahi","Alas","Taitudac",-9.0159,125.78142
"Mr.","Sergio","Freitas","Volunteer","sergio.freitas@yahoo.com","+(670) 4079-2551","Timor-Leste Red Cross Society","CVTL",,,,"Sabandar","TL","Lautem","Lautem","Com",-8.35924,127.05995
"Ms.","Margarida","Sevinate","Volunteer","margarida.sevinate@hotmail.com","+(670) 3958-8589","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Ms.","Cláudia","Ximenes","Volunteer","claudia.ximenes@yahoo.com","+(670) 5588-9625","Timor-Leste Red Cross Society","CVTL",,,,"Uaicai","TL","Viqueque","Watulari","Vessoru",-8.69776,126.61956
"Mr.","Liliana","Soares","Volunteer","liliana.soares@hotmail.com","+(670) 1849-5034","Timor-Leste Red Cross Society","CVTL",,,,"Lale","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.12594,125.6593
"Mr.","Lucas","Godinho ","Volunteer","lucas.godinho@hotmail.com","+(670) 3783-9173","Timor-Leste Red Cross Society","CVTL",,,,"Orilo","TL","Manufahi","Fatuberliu","Fahinehan",-8.93445,125.75215
"Mr.","Paul","Salvador","Volunteer","paul.salvador@hotmail.com","+(670) 1881-5247","Timor-Leste Red Cross Society","CVTL",,,,"Afaia","TL","Lautem","Luro","Luro",-8.54614,126.8342
"Ms.","Nuno","Gouveia Leite","Volunteer","nuno.gouveialeite@yahoo.com","+(670) 6346-7234","Timor-Leste Red Cross Society","CVTL",,,,"Halioan","TL","Viqueque","Lacluta","Dilor",-8.83654,126.21543
"Mr.","Custodio","de Fatima","Volunteer","custodio.defatima@gmail.com","+(670) 8178-9591","Timor-Leste Red Cross Society","CVTL",,,,"Reabuticeon","TL","Manatuto","Laclo","Hohorai",-8.58668,125.84349
"Mr.","Diana","Moniz","Volunteer","diana.moniz@gmail.com","+(670) 3599-9790","Timor-Leste Red Cross Society","CVTL",,,,"Tukarocoiloeo","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.94416,125.52214
"Ms.","Noti","de Jesus Alves","Volunteer","noti.dejesusalves@yahoo.com","+(670) 9203-6653","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Alexandra","Botelheiro","Volunteer","alexandra.botelheiro@gmail.com","+(670) 6810-3147","Timor-Leste Red Cross Society","CVTL",,,,"Lomatu","TL","Lautem","Lautem","Com",-8.35495,127.05554
"Mr.","Abel","Mali Mau","Volunteer","abel.malimau@yahoo.com","+(670) 9214-7656","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Domingos","de Araujo","Volunteer","domingos.dearaujo@gmail.com","+(670) 8553-1964","Timor-Leste Red Cross Society","CVTL",,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Domingos","da Costa Oliveira","Volunteer","domingos.dacostaoliveira@gmail.com","+(670) 5636-2722","Timor-Leste Red Cross Society","CVTL",,,,"Bekumu","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1225,125.64472
"Mr.","Marito","da Cunha","Volunteer","marito.dacunha@gmail.com","+(670) 6481-9129","Timor-Leste Red Cross Society","CVTL",,,,"Ainesi","TL","Manufahi","Fatuberliu","Fahinehan",-8.92258,125.75876
"Mr.","Aleixo","Rodriques","Volunteer","aleixo.rodriques@hotmail.com","+(670) 7764-9039","Timor-Leste Red Cross Society","CVTL",,,,"Buanomor","TL","Lautem","Luro","Cotamutu",-8.5496,126.81238
"Mr.","Maria","dos Santos","Volunteer","maria.dossantos@hotmail.com","+(670) 8151-2232","Timor-Leste Red Cross Society","CVTL",,,,"Halimean","TL","Viqueque","Lacluta","Dilor",-8.83865,126.21322
"Ms.","Jose","de Araujo","Volunteer","jose.dearaujo@hotmail.com","+(670) 1092-2688","Timor-Leste Red Cross Society","CVTL",,,,"Hatomera","TL","Manatuto","Laclo","Hohorai",-8.60739,125.76415
"Mr.","Dominikus","Elo","Volunteer","dominikus.elo@gmail.com","+(670) 4807-9565","Timor-Leste Red Cross Society","CVTL",,,,"Hatu-Builico","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.89345,125.51868
"Ms.","Ahmad","Jaelani","Volunteer","ahmad.jaelani@yahoo.com","+(670) 2570-4539","Timor-Leste Red Cross Society","CVTL",,,,"Feriksare","TL","Manufahi","Alas","Taitudac",-9.10167,125.78148
"Mr.","Josefa","Domingas","Volunteer","josefa.domingas@yahoo.com","+(670) 7998-4963","Timor-Leste Red Cross Society","CVTL",,,,"Petileti","TL","Lautem","Lautem","Com",-8.36667,127.03889
"Mr.","Joao","Nunes","Volunteer","joao.nunes@gmail.com","+(670) 4307-3093","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Mr.","Josefa","Domingas","Volunteer","josefa.domingas@yahoo.com","+(670) 8888-2058","Timor-Leste Red Cross Society","CVTL",,,,"Daradobi","TL","Viqueque","Watulari","Vessoru",-8.76665,126.65327
"Ms.","Alcino","Martins","Volunteer","alcino.martins@yahoo.com","+(670) 2738-8546","Timor-Leste Red Cross Society","CVTL",,,,"Bekumu","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1225,125.64472
"Mr.","Agostinho","Boavida","Volunteer","agostinho.boavida@gmail.com","+(670) 3506-9101","Timor-Leste Red Cross Society","CVTL",,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
"Mr.","José","Hugo","Volunteer","jose.hugo@gmail.com","+(670) 1835-5581","Timor-Leste Red Cross Society","CVTL",,,,"Luro","TL","Lautem","Luro","Cotamutu",-8.51389,126.83333
"Mr.","Mónica ","Soares","Volunteer","monica.soares@hotmail.com","+(670) 8441-2320","Timor-Leste Red Cross Society","CVTL",,,,"Halimean","TL","Viqueque","Lacluta","Dilor",-8.83865,126.21322
"Mr.","Nilton","Direitinho","Volunteer","nilton.direitinho@gmail.com","+(670) 6075-9379","Timor-Leste Red Cross Society","CVTL",,,,"Robai","TL","Manatuto","Laclo","Hohorai",-8.60767,125.80517
"Mr.","Durcelina","de Almeida","Volunteer","durcelina.dealmeida@gmail.com","+(670) 7646-7331","Timor-Leste Red Cross Society","CVTL",,,,"Nonomogue","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95899,125.52365
"Mr.","Catarina","Helena","Volunteer","catarina.helena@gmail.com","+(670) 3545-3308","Timor-Leste Red Cross Society","CVTL",,,,"Manos","TL","Manufahi","Alas","Taitudac",-9.02254,125.75752
"Mr.","Lucio","Moises","Volunteer","lucio.moises@gmail.com","+(670) 4038-1017","Timor-Leste Red Cross Society","CVTL",,,,"Com","TL","Lautem","Lautem","Com",-8.35603,127.05642
"Mr.","Maria","dos Santos","Volunteer","maria.dossantos@hotmail.com","+(670) 1385-4165","Timor-Leste Red Cross Society","CVTL",,,,"Loahat","TL","Manatuto","Soibada","Leo Hat",-8.8669,125.943
"Mr.","Carlota","Moniz","Volunteer","carlota.moniz@hotmail.com","+(670) 7832-8842","Timor-Leste Red Cross Society","CVTL",,,,"Burabahae","TL","Viqueque","Watulari","Vessoru",-8.72183,126.63978
"Mr.","Mafalda","Gohan","Volunteer","mafalda.gohan@yahoo.com","+(670) 9976-6850","Timor-Leste Red Cross Society","CVTL",,,,"Akadirularan","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.14431,125.64102
"Mr.","Beatriz","Zacarias","Volunteer","beatriz.zacarias@yahoo.com","+(670) 9537-1605","Timor-Leste Red Cross Society","CVTL",,,,"Kakai","TL","Manufahi","Fatuberliu","Fahinehan",-8.99722,125.72917
"Mr.","Duarte","Ojeda","Volunteer","duarte.ojeda@hotmail.com","+(670) 7919-2739","Timor-Leste Red Cross Society","CVTL",,,,"Lakawa","TL","Lautem","Luro","Cotamutu",-8.51335,126.83229
"Mr.","Maria","dos Santos","Volunteer","maria.dossantos@hotmail.com","+(670) 4167-3403","Timor-Leste Red Cross Society","CVTL",,,,"Tulaoli","TL","Viqueque","Lacluta","Dilor",-8.83638,126.20935
"Mr.","Ercia","da Costa Mariz","Volunteer","ercia.dacostamariz@yahoo.com","+(670) 8688-2337","Timor-Leste Red Cross Society","CVTL",,,,"Rehatu","TL","Manatuto","Laclo","Hohorai",-8.58971,125.80375
"Mr.","José","Hugo","Volunteer","jose.hugo@gmail.com","+(670) 3259-2428","Timor-Leste Red Cross Society","CVTL",,,,"Nonomoguelao","TL","Ainaro","Hatu-Builico","Nuno-Mogue",-8.95041,125.53444
"Mr.","Cesar","Bruno","Volunteer","cesar.bruno@yahoo.com","+(670) 9253-9902","Timor-Leste Red Cross Society","CVTL",,,,"Feriksare","TL","Manufahi","Alas","Taitudac",-9.10167,125.78148
"Mr.","Abrao","Maia","Volunteer","abrao.maia@yahoo.com","+(670) 4932-5754","Timor-Leste Red Cross Society","CVTL",,,,"Petileti","TL","Lautem","Lautem","Com",-8.36667,127.03889
"Mr.","Maria","Idalina","Volunteer","maria.idalina@hotmail.com","+(670) 7878-6769","Timor-Leste Red Cross Society","CVTL",,,,"Malushum","TL","Manatuto","Soibada","Leo Hat",-8.86528,125.94535
"Mr.","Lauriano","da Costa","Volunteer","lauriano.dacosta@hotmail.com","+(670) 8849-4428","Timor-Leste Red Cross Society","CVTL",,,,"Uaicai","TL","Viqueque","Watulari","Vessoru",-8.69776,126.61956
"Mr.","Jaime","de Fatima ","Volunteer","jaime.defatima@gmail.com","+(670) 1025-8406","Timor-Leste Red Cross Society","CVTL",,,,"Beko","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.10447,125.68146
"Mr.","Augusto","Brites","Volunteer","augusto.brites@hotmail.com","+(670) 3751-2283","Timor-Leste Red Cross Society","CVTL",,,,"Orilo","TL","Manufahi","Fatuberliu","Fahinehan",-8.93445,125.75215
"Mr.","Joaninha","Xavier","Volunteer","joaninha.xavier@yahoo.com","+(670) 6056-4460","Timor-Leste Red Cross Society","CVTL",,,,"Luro","TL","Lautem","Luro","Luro",-8.5431,126.83264
